央视卫视,#genre#
CCTV-央视台球,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227380/index.m3u8
CCTV-央视文化精品,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227505/index.m3u8
中央新影-老故事,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227438/index.m3u8
山东教育卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227166/index.m3u8
教育台,#genre#
中国教育-1,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226171/index.m3u8
中国教育-2,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226170/index.m3u8
中国教育-3,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226950/index.m3u8
中国教育-4,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226940/index.m3u8
中国教育-1,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226732/index.m3u8
航拍中国,#genre#
航拍中国第一季,http://newcntv.qcloudcdn.com/asp/hls/4000/0303000a/3/default/8edf3fb6a69148ea9a7dc0b5a9d99fdb/4000.m3u8
航拍中国第二季,http://newcntv.qcloudcdn.com/asp/hls/4000/0303000a/3/default/2bdfdad540b342f592f9817cb7f3b79a/4000.m3u8
咪咕,#genre#
咪咕视频01-4K,http://39.134.60.194/PLTV/88888888/224/3221227045/index.m3u8
咪咕视频01-4K,http://39.134.60.195/PLTV/88888888/224/3221227045/index.m3u8
咪咕视频01-4K,http://39.134.60.196/PLTV/88888888/224/3221227045/index.m3u8
咪咕视频01-4K,http://39.134.60.197/PLTV/88888888/224/3221227045/index.m3u8
咪咕视频01-4K,http://39.134.60.198/PLTV/88888888/224/3221227045/index.m3u8
咪咕视频01-4K,http://39.134.60.199/PLTV/88888888/224/3221227045/index.m3u8
咪咕视频01-4K,http://39.134.60.200/PLTV/88888888/224/3221227045/index.m3u8
咪咕视频01-4K,http://39.134.60.201/PLTV/88888888/224/3221227045/index.m3u8
咪咕视频01-4K,http://39.134.60.202/PLTV/88888888/224/3221227045/index.m3u8
咪咕视频01-4K,http://39.134.60.203/PLTV/88888888/224/3221227045/index.m3u8
咪咕视频01-4K,http://39.134.60.204/PLTV/88888888/224/3221227045/index.m3u8
咪咕视频01-4K,http://39.134.60.205/PLTV/88888888/224/3221227045/index.m3u8
咪咕视频01-4K,http://39.134.60.206/PLTV/88888888/224/3221227045/index.m3u8
咪咕视频01-4K,http://39.134.60.207/PLTV/88888888/224/3221227045/index.m3u8
咪咕视频01-4K,http://39.134.60.208/PLTV/88888888/224/3221227045/index.m3u8
咪咕视频01-4K,http://39.134.60.209/PLTV/88888888/224/3221227045/index.m3u8
咪咕视频01-4K,http://39.134.61.194/PLTV/88888888/224/3221227045/index.m3u8
咪咕视频01-4K,http://39.134.61.195/PLTV/88888888/224/3221227045/index.m3u8
